[Thu Apr 18 19:42:10 2024] ThreadID[37844]	Start Program. 
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.068
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -12.603000 Y 2.000000 Z -4.975900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.069
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -12.603000 Y 0.000000 Z -4.975900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.075
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -19.956301 Y 0.000000 Z -4.975900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.180
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -19.956301 Y 2.000000 Z -4.975900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.185
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -18.103001 Y 0.000000 Z -4.975900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.216
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -18.103001 Y 2.000000 Z -4.975900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.217
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -19.903000 Y 0.000000 Z -8.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.218
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -19.903000 Y 2.000000 Z -8.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.226
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -17.903000 Y 0.000000 Z -8.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.227
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -17.903000 Y 2.000000 Z -8.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.055
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -13.903000 Y 4.000000 Z -9.875900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.057
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -10.803000 Y 2.000000 Z -10.975900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.083
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -10.803000 Y 4.000000 Z -10.975900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.097
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -10.803000 Y 2.000000 Z -12.909700
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.117
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -10.803000 Y 4.000000 Z -12.909700
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.139
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -6.428100 Y 0.000000 Z -18.985399
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.171
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -6.382300 Y 2.000000 Z -18.996000
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.177
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -6.174700 Y 4.000000 Z -18.985399
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.200
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -3.874700 Y 0.000000 Z -18.985399
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.201
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -3.874700 Y 2.000000 Z -18.985399
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.219
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -6.174700 Y 4.000000 Z -20.985399
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.040
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -14.003000 Y 4.000000 Z -12.466000
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall.041
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -14.003000 Y 2.000000 Z -12.466000
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -1.957300 Y 2.500000 Z -1.145400
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.001
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 1.942700 Y 2.500000 Z -1.145400
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.002
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -0.062400 Y 4.500000 Z -17.741899
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.003
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -1.957300 Y 2.500000 Z -6.557300
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.004
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 1.942700 Y 2.500000 Z -6.557300
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.005
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -16.108101 Y 2.500000 Z -3.134500
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.006
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 12.171900 Y 2.500000 Z -6.557300
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.007
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 0.778500 Y 2.500000 Z -25.886101
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.008
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 0.794200 Y 2.500000 Z -22.132999
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.009
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -5.221500 Y 2.500000 Z -25.886101
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.010
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -8.205800 Y 4.500000 Z -8.133000
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.011
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -4.205800 Y 4.500000 Z -8.133000
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.012
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -1.324700 Y 4.500000 Z -10.146900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.013
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -1.324700 Y 4.500000 Z -12.496900
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.014
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -10.790300 Y 4.500000 Z -12.481200
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Torch_wall.015
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -10.790300 Y 4.500000 Z -10.131200
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Torch_wall.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.001
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -0.011400 Y 0.000000 Z -7.849400
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Arch_Round_RoundColumn.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.002
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 2.188600 Y 0.000000 Z -3.874200
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Arch_Round_RoundColumn.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.003
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 2.188600 Y 0.000000 Z -3.874200
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Arch_Round_RoundColumn.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall_ArchRound.001
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -0.011400 Y 0.000000 Z -7.849400
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall_ArchRound.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall_ArchRound.002
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 2.188600 Y 0.000000 Z -3.874200
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall_ArchRound.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall_ArchRound.003
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X -2.211400 Y 0.000000 Z -3.874200
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall_ArchRound.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.005
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 11.120800 Y 0.000000 Z -10.959000
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Arch_Round_RoundColumn.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Wall_ArchRound.005
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 11.120800 Y 0.000000 Z -10.959000
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Wall_ArchRound.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.006
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 2.188600 Y 0.000000 Z -3.874200
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Arch_Round_RoundColumn.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.008
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 2.188600 Y 0.000000 Z -3.874200
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Begin Importing .H2B File Data.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	H2B Imported: ../Level Renderer/Models/Arch_Round_RoundColumn.h2b
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[MESSAGE]	Importing of .H2B File Data Complete.
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Model Detected: Arch_Round_RoundColumn.004
[Thu Apr 18 19:42:11 2024] ThreadID[37844]	[INFO]	Location: X 2.188600 Y 0.000000 Z -3.874200
